text,span,label,ordinal
"  I sent it back and found this time that the battery was faulty, so I got a new one and some other fixes they found.",battery,negative,0
Great pick for portability and affordability.,portability,positive,0
Great pick for portability and affordability.,affordability,positive,0
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",set up,positive,0
"It's fast, it's easy easy easy to set up, easy to hook to my wireless network.",hook to my wireless network,positive,0
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",aluminum style,positive,0
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",specs,positive,0
"I previously purchased a 13"" macbook (had pro specs and was aluminum style) which had a nvidia 9800 (If I am not mistaken) and it had major heating issues.",nvidia 9800,neutral,0
The people there just changed for me on the spot and I got a new arm piece and they didn't even request for a receipt.,arm piece,positive,0
I take it everywhere with me because it's so easy to carry.,carry,positive,0
The only thing is that the battery won't last more than 1/2 an hour.,battery,negative,0
The first fell apart right after the 1-year-warranty.,1-year-warranty,neutral,0
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word,conflict,0
Oh and it has word and stuff but its a trial verion so after about a month or so when you go to open it it asks for a product key which didnt come with the computer and even after clicking cancel it wont let you use it at all I use the old word processer which works good.,word processer,positive,0
The keyboard has a wonderful nature feel.,keyboard,positive,0
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",battery,neutral,0
"They went through asking me open up various components, taking battery out, hard disk apart, and after 2 hours on phone could not fix it.",hard disk,neutral,0
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,negative,0
The battery doesn't last long but I'm sure an upgrade battery would solve that problem.,battery,positive,1
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",performance specs,neutral,0
"I was looking too closely at the other performance specs and while comparing, I took it for granted that these features were standard.",features,neutral,0
I have no idea how this could have even gotten past quality control during production.,quality control,negative,0
"I bought this last week, and the very next day had to return it because it over heated and the touch-mouse stopped responding.",touch-mouse,negative,0
"Oh yea, has no numeric pad on the side.",numeric pad,negative,0
"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",cover for the DVD drive,negative,0
"The cover for the DVD drive soon came off, too--a mark of poor construction quality.",construction quality,negative,0
But the arm velcro is torn after one use.,arm velcro,negative,0
The software is amazing.,software,positive,0
"We carry the netbook around here and there, hence it's kinda of irritating when the LCD just ""slide"" downwards.",LCD,negative,0
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",2 GB of RAM,positive,0
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",Windows 7,positive,0
"The 2 GB of RAM is plenty, able to run Windows 7 and at least 2 or 3 other programs with next to no slowdown.",programs,positive,0
"The battery life is amazing, the versitility is outstanding.",battery life,positive,0
"The battery life is amazing, the versitility is outstanding.",versitility,positive,0
"It is known as Safari, and if you are doing any website work, you should know that many hosting companies do not support it.",Safari,neutral,0
Vista is a nightmare.,Vista,negative,0
The program came with the computer and works beautifully.,program,positive,0
"the hinge design forced you to place various connections all around the computer, left right and front.",hinge design,negative,0
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",screen,positive,0
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",display,positive,0
"I was loving this Netbook because it had an amazing screen and display and was small and light, but after 1 week it stopped openning web pages for me (even after installing new browsers) then eventually it just started giving me a blue screen and crashing everytime I booted it.",browsers,neutral,0
The So called laptop Runs to Slow and I hate it!,Runs,negative,0
Charger seems large for this class of computer.,Charger,negative,0
I dislike the quality and the placement of the speakers.,speakers,negative,0
"The screen graphics and clarity, and sharpness are great.",screen graphics,positive,0
"The screen graphics and clarity, and sharpness are great.",clarity,positive,0
"The screen graphics and clarity, and sharpness are great.",sharpness,positive,0
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",customer support,positive,0
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",performance,neutral,0
"So I called customer support (which is good too) and they went through it and it is just a safety feature and it does not affect performance at all, I just chose to hide the message.",safety feature,neutral,0
The unibody design is edgy and durable.,unibody design,positive,0
STOPPED BOOTING UP less than a week after my one-year warranty was up.,BOOTING UP,negative,0
STOPPED BOOTING UP less than a week after my one-year warranty was up.,one-year warranty,neutral,0
"But, for the cost this is a winner.",cost,positive,0
Later it held zero charge and its replacement worked for less than three months.,charge,negative,0
"  Also, the battery does not last very long at all.",battery,negative,0
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,conflict,0
"I bought it from HSN because it was ""bundled"" with extra software, but as it turns out, that software just crashes it more often.....",software,negative,1
I looked around and based off my price/features comparison from a brand I trusted I landed here.,price,neutral,0
I looked around and based off my price/features comparison from a brand I trusted I landed here.,features,neutral,0
  I constantly had to send my laptop in for services every 3 months and it always seems to be the same problem that they said they had already fixed.,services,negative,0
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,performance,positive,0
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,speed,positive,0
Strong performance in this device makes use of fun and a strong sense of the era of speed This device serves all modern requirements is a very strong game and is very useful for designers.,use,positive,0
Unless you need the Bluetooth 3.,Bluetooth 3,neutral,0
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,warrenty,negative,0
I was sorly disapointed to discover that HP (what I thought was a reputable company) wouldn't honor the warrenty when the fan blade fell apart.,fan blade,negative,0
"More times that not the screen pops up saying I have a bad internet connection, or the page can't be displayed.",internet connection,negative,0
Do yourself a favor and invest in a few external harddrives if you are planning on purchasing this laptop.,external harddrives,negative,0
I don't understand why only Windows 7 Starter is included.,Windows 7 Starter,negative,0
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",functionality,positive,0
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",value,positive,0
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",simplicity,positive,0
"While most people say that PCs hold functionality and value and Macs are just pretty to look at, I think there's something to be said about the simplicity of Macs.",look,positive,0
My macbook is so much better looking and so thin!,looking,positive,0
The ease of use is wonderful.,use,positive,0
This system came loaded with Windows 7 Starter.,Windows 7 Starter,neutral,0
"-When battery life went to 4 hours or less, took it to the MacHouse Amsterdam for repair (26th of August).",battery life,negative,0
The battery gets so HOT it is scary.,battery,negative,0
Best thing is I can use existing 32 bit old programs.,programs,positive,0
It's so nice to look at and the keys are easy to type with.,keys,positive,0
It's so nice to look at and the keys are easy to type with.,look,positive,0
I am forever changed and will no longer buy a Windows based machine for personal use.,Windows,negative,0
The only thing I would change about it is the mouse keys.,mouse keys,negative,0
"It is absolutely horrible to use, despite all its so called advanced features.",features,negative,0
"It is absolutely horrible to use, despite all its so called advanced features.",use,negative,0
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",drivers,neutral,0
"Before, I reloaded with Windows 7 Ultimate and used only the downloaded drivers from Acer's site.",Windows 7 Ultimate,neutral,0
I have to keep turning it until it decides to lower and there is no mute.,mute,negative,0
It's still beautiful and has better color reproduction than I could ever expect from a notebook.,color reproduction,positive,0
After that I turned to email in my next vain help to get them to acknowledge that the warranty was still valid.,warranty,neutral,0
He loves it and it is easy to use and well the schools start teaching the kids early about computers so it was easy for him to get started.,use,positive,0
"u can do what u want in just few seconds, even to start up your computer takes few seconds.",start up,positive,0
"Also, macbooks come with much more features which are so cool!",features,positive,0
They sent out a Sony 'Certified' technician.,Sony 'Certified' technician,neutral,0
They have developed excellent proprietary software for editing video and pictures and I'm looking forward to utilizing these tools on the regular.,proprietary software,positive,0
Getting the Apple Care plan is a must.,Apple Care plan,positive,0
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,cd drive,neutral,0
overall i would recomend this to anybody and tell them that if they want to burn their music or play there video games to buy the cd drive.,video games,neutral,0
"I am constantly trying to uninstall programs, clean cookies, and delete unused files.",programs,neutral,0
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",processor,positive,0
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",memory,positive,0
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",hard drive,positive,0
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",web cam,positive,0
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",screen,positive,0
"The dv4 boasted a faster processor, more memory, and a bigger hard drive than my old computer, plus a better quality web cam, nicer screen, and many other features.",features,positive,0
The only downfall is the battery only last 1.5-2.0 hrs when not plugged in.,battery,negative,0
The graphics on this computer are also stellar - very clear and vivid.,graphics,positive,0
"Aside from the trial software and the short battery life, lack of a webcam, its great.",trial software,negative,0
"Aside from the trial software and the short battery life, lack of a webcam, its great.",battery life,negative,0
"Aside from the trial software and the short battery life, lack of a webcam, its great.",webcam,negative,0
"As a die-hard Windows enthusiast, I shunned the idea of a Mac until this point.",Windows,positive,0
I think that if it is the motherboard again so soon that they should replace it.,motherboard,negative,0
"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",programs,positive,0
"The computer loads in about a 1/10th of the time that my PC did, and I have all of the programs that were on my PC.",loads,positive,0
"Graphics are clean and sharp, internet interfaces are seamless.",Graphics,positive,0
"Graphics are clean and sharp, internet interfaces are seamless.",internet interfaces,positive,0
"The newer black keyboard took a little bit away from the previous gray one which looked really slick, but it is still a great notebook!",black keyboard,negative,0
Sony parts reliability and quality of service is recenlty the worst.,service,negative,0
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",software options,negative,0
"As with any laptop not purchased with software options, it comes with a lot of what I consider useless applications.",applications,negative,0
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",features,neutral,0
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",functioning,neutral,0
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",programs,neutral,0
"Its Office compatible, but the features and its functioning is all new again so you might as well save the money and just learn the pre installed mac programs.",Office,positive,0
It just works flawlessly!,works,positive,0
"Do you think I purposely ""destroy"" my netbook, so that I can demand a new set? Do you think it's fun to take public transport all the way to the service center and get a non-satisfactory solution? Or rather NO solution.",service center,negative,0
I'm having the laptop returned unrepaired since paying $176 every 3  months just isn't worth it (that's about how long the port seems to  last).,port,negative,0
  also the battery is completely shot.,battery,negative,0
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,cooling system,positive,0
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,grafics card,positive,0
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,LED backlit screen,positive,0
/ awesome cooling system/ much better grafics card (ATI 5870) / 8GB RAM/ LED backlit screen...,8GB RAM,positive,0
The biggest problem is that the box had no instructions in it.,instructions,negative,0
"But after using it a couple of weeks, the overall operation is poor.",operation,negative,0
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",value,positive,0
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",built,positive,0
"Compared to similarly spec'd PCs, this machine is good value, well built and works easily right out of the box.",works,positive,0
Screen is crystal clear and the system is very responsive.,Screen,positive,0
Screen is crystal clear and the system is very responsive.,system,positive,0
I will stack it up against laptops that cost twice as much any day.,cost,conflict,0
Or the cursor would show up some place else.,cursor,negative,0
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,software,neutral,0
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,operate,positive,0
It is easy to operate and I have already ordered more software and gadgets for my new Rolls Royce of laptops.,gadgets,neutral,0
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",Windows,negative,0
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",hard drive,negative,0
"it might be something deep within Windows, for I was unable to create a disk image on my hard drive.",disk image,negative,0
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive,0
"The track pad to me is what really stands out though, you can do several different things with it just depending on how many fingers you use on the track pad, awesome thinking Apple!",track pad,positive,1
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",disc drive,negative,0
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,negative,1
"  Now I had not tried to use this since the disc drive had been replaced and after taking it back to the Geek Squad I found out they had accidently not used the right drive when they replaced the first one, so back it went to get the correct drive.",drive,neutral,2
"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",Appleworks,negative,0
"First, you ll discover that the word processing program known as  Appleworks  rarely translates perfectly on anyone else s computer, if it translates at all.",word processing program,negative,0
I already have a HP laptop I bought last year that's standard size.,size,neutral,0
Battery is not upgradable to a longer life battery.,Battery,negative,0
Battery is not upgradable to a longer life battery.,battery,negative,0
apple has a reputation and is well known for its easy usage.,usage,positive,0
Returned laptop for a 3rd repair and it came back with previous problems fixed (except for speaker grill) but the unit started locking up during use and eventually would not operate at all.,speaker grill,negative,0
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",MacOSX,positive,0
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",Windows 7,positive,0
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",dual-core,neutral,0
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.",quad-core,neutral,0
"I just plug this into my 22"" Monitor and the speedy MacOSX performs just as well on this dual-core that my Dell did with Windows 7 with a quad-core.","22"" Monitor",neutral,0
"Love the graphics, awesome programs (including Garageband), and really cool default background.",graphics,positive,0
"Love the graphics, awesome programs (including Garageband), and really cool default background.",programs,positive,0
"Love the graphics, awesome programs (including Garageband), and really cool default background.",Garageband,positive,0
"Love the graphics, awesome programs (including Garageband), and really cool default background.",default background,positive,0
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",Screen,neutral,0
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",keyboard,neutral,0
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",screen,positive,0
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",island backlit keyboard,positive,0
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",multi-touch mouse,positive,0
"Screen, keyboard, and mouse: If you cant see yourself spending the extra money to jump up to a Mac the beautiful screen, responsive island backlit keyboard, and fun multi-touch mouse is worth the extra money to me alone.",mouse,neutral,0
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,OS,conflict,0
The OS takes some getting used to especially after being a Windows user for so long but the learning curve is so worth it!,Windows,neutral,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",iWork,neutral,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",programs,neutral,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",Microsoft Office,neutral,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",word processing,neutral,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",spreadsheets,neutral,0
"I also purchased iWork to go with it which has programs for word processing, spreadsheets, and presentations (similar to Microsoft Office).",presentations,neutral,0
"Overall, I experienced a huge change in that my mac runs pretty fast compared to my old PC.",runs,positive,0
When I got the computer back and realizwed it still was not correct HP told me it was out of warranty and now it was my problem.,warranty,neutral,0
It also came with a built it web cam which is great because I can see an communicate with my family members back home.,built it web cam,positive,0
Good monitor and performed well.,monitor,positive,0
Good monitor and performed well.,performed,positive,0
It was secure and easy to navigate.,navigate,positive,0
"I was a little weary at purchasing another 13"" macbook almost 2 years later but t looks like the newer macbooks have gotten its current line of graphics cards in order this time around.",graphics cards,positive,0
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,bluray player,neutral,0
The machine has a bluray player the book has no mention of it or how to connect it to your HDTV.,book,negative,0
They are by far the easiest systems to actually learn about computers with.,systems,positive,0
this apple navigates you thru the unexplored world of the internet.,internet,neutral,0
"The video card is great for media, and above average for gaming, but not a gamers first choice.",video card,conflict,0
"The video card is great for media, and above average for gaming, but not a gamers first choice.",gaming,positive,0
"The video card is great for media, and above average for gaming, but not a gamers first choice.",media,positive,0
"I had of course bought a 3 year warranty, so I sent it in to be replaced and (almost 2 months later) the dv4 is what the sent me as a replacement.",3 year warranty,neutral,0
"Apparently there is a manufacturing defect, something with the amount of thermal paste.",thermal paste,negative,0
Despite the claims of the Apple apologists (a vice of which I am recently myself reformed) the internals of Mac laptops are NO different from PCs' at this point.,internals,negative,0
Took several hours with customer support before I could even start the PC out of the box.,customer support,negative,0
Asus facial recognition doesn't work and windows logon isn't either.,facial recognition,negative,0
Asus facial recognition doesn't work and windows logon isn't either.,windows logon,negative,0
Windows Vista makes this computer almost unusable for online service.,Windows Vista,negative,0
Windows Vista makes this computer almost unusable for online service.,online service,negative,0
"I contacted Acer and they are giving me FREE recovery DVDs, so don't go and pay for them, just ask for them and they should give them to you.",recovery DVDs,positive,0
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,webcam,neutral,0
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,keyboard,neutral,0
Now when I order I did not go full scale for the webcam or full keyboard I wanted something for basics of being easy to carry when I use crutchs or wheelchair and with a backpack laptop bag.,carry,positive,0
Can listen to my music and watch my videos with ease and with a great display.,display,positive,0
"Otherwise, all other features are a 1",features,neutral,0
The performance is awesome.,performance,positive,0
The display is beyond horrible.,display,negative,0
There is hardly any memory on the computer's hard drive.,memory,negative,0
There is hardly any memory on the computer's hard drive.,hard drive,negative,0
"Actually, I had noticed the one on the sales floor also didn't have sound!",sound,negative,0
"Next, most Acer laptop fans are on the bottom which is right on your laptop.",fans,neutral,0
the laptop preformed pretty well.,preformed,positive,0
I got my MacBook Pro because I wanted to do all the stuff I need to do without worrying about the system quitting on me or freezing for a few minutes.,system,neutral,0
I loved the netbook (minus the fact that it was windows OS) until this started happening.,windows OS,negative,0
"The minute you fire it up it's all good, very easy user interface.",user interface,positive,0
  I actually contact Toshiba before I started having problem and was given run around after I supplied serial number in order to delay me sending in laptop until after warrenty expired.,warrenty,negative,0
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",iDVD,positive,0
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive,0
"Theres also iDVD, a program dedicated to putting all your favorite media together- photos, recordings, video projects into one program so that you can create the perfect memoir for your parents, family, siblings, and any other person important in your life that there may be.",program,positive,1
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,hard drive,neutral,0
After replacing the hard drive the battery stopped working  (3 months of use) which was frustrating.,battery,negative,0
"I love the easy to see screen, and It works well for work, persoal or just play.",screen,positive,0
"I love the easy to see screen, and It works well for work, persoal or just play.",works,positive,0
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",word processing,neutral,0
"If what you need is a machine to do some surfing, email checking, word processing, and watching a movie or two, this is the machine you want.",surfing,neutral,0
the mouse pad and buttons are the worst i've ever seen.,mouse pad,negative,0
the mouse pad and buttons are the worst i've ever seen.,buttons,negative,0
Awesome graphics!,graphics,positive,0
It really is perfect for work and play.,play,positive,0
It really is perfect for work and play.,work,positive,0
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",Intel i processors,negative,0
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edge,negative,0
"The pro is a great product, I wish that the 13 inch models came with the Intel i processors and had a more comfortable edge (the edges hurt my wrists).",edges,negative,0
One drawback I noticed was sound quality via USB.,sound quality via USB,negative,0
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",battery life,negative,0
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",warranty,negative,0
"The battery life sucked the juice from my laptop and when the extended life battery went out we were SOL there to, so much for that warranty covering all the products we purchased.",extended life battery,conflict,0
"I have had another Mac, but it got slow due to an older operating system.",operating system,negative,0
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows XP drivers,negative,0
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",sound card,negative,0
"That's very possible, but since they don't make Windows XP drivers for the sound card in this machine, I was stuck until Windows 7 came out.",Windows 7,positive,0
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",features,positive,0
"I'ts nice to have the higher-end laptops, but this fits my budget and the features I need.",budget,positive,0
"Was disappointed to find out that the model had been discontinued, apparently because of known motherboard problems.",motherboard,negative,0
"Well, I started using Google Chrome, which is a little better, but it freezes too sometimes.",Google Chrome,conflict,0
"Also the speakers are not very loud, But it is a netbook.",speakers,negative,0
LOVE THIS LAPTOP WONDERFUL PRICE FOR WHAT YOU GET!,PRICE,positive,0
Just a black screen!,screen,negative,0
A key contributor that led me to Mac is the art aspect.,art aspect,positive,0
"Eventually my battery wouldn't charge, so unless I had it plugged in it wouldn't even power on.",battery,negative,0
"Purchased for development purposes, but it has turned into my everyday laptop as well for surfing, e-mail, etc.",surfing,positive,0
My first problem was with the pre-loaded Norton Firewall/Security program.,pre-loaded Norton Firewall/Security program,negative,0
"I had a USB connect but, i can't use it because it is not compatible.",USB connect,negative,0
"Accordingly, I have decided to NEVER purchase another HP product (my five year old Compaq) lasted 5-years before the hard drive crashed.",hard drive,negative,0
"I know that everyone thinks Macs are overpriced and overrated, but once you get past the initial expense you'll find that they're worth every penny (besides, there's always the financing plan that Best Buy offers).",expense,negative,0
"I am not going to sit here and complain about it not having a cd drive and what not because it is a netbook, it is made to be compact and if you want all the other stuff get a laptop.",cd drive,conflict,0
I love the multi-touch trackpad.,multi-touch trackpad,positive,0
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,extended warranties,negative,0
HP is more interested in selling extended warranties (which cost more than the netbook new) then they are in helping or fixing.,cost,negative,0
"Not too much ""junk"" software to remove.",software,positive,0
System is loosing about 20% of performance because of that.,performance,negative,0
System is loosing about 20% of performance because of that.,System,negative,0
"It is easy to use, good quality and good price.",quality,positive,0
"It is easy to use, good quality and good price.",price,positive,0
"It is easy to use, good quality and good price.",use,positive,0
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",Apple keyboard,neutral,0
"The difference in the Apple keyboard from a PC's keyboard took a bit of tim to get used to, but overall it's worth it!",PC's keyboard,neutral,0
The extended warranty for the $4000 and up computers was the only one available for purchase on the drop drown menu.,extended warranty,neutral,0
"Only issue is that it is a little slow, and I'm fixing that by adding more RAM.",RAM,neutral,0
"  The hard drive crashed as well, and I had to buy a new  power cord.",hard drive,negative,0
"  The hard drive crashed as well, and I had to buy a new  power cord.",power cord,negative,0
Another issue I have with it is the battery.,battery,negative,0
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",power supply,neutral,0
"After 2 months of complaints, Asus finally sent the right power supply to my techies.",techies,neutral,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Sony Sonic Stage software,neutral,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",speakers,positive,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",subwoofer,positive,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",extended life battery,neutral,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",Docking port,neutral,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth mouse,neutral,0
"That included the extra Sony Sonic Stage software, the speakers and the subwoofer I got (that WAS worth the money), the bluetooth mouse for my supposedly bluetooth enabled computer, the extended life battery and the Docking port.",bluetooth enabled,negative,0
"My MacBook Pro works like a dream, it has never overheated, or even been slightly warm for that matter.",works,positive,0
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Keynote,neutral,0
PC users use the Powerpoint program for slide-show presentation and Mac users utilize Keynote.,Powerpoint program,neutral,0
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,0
"I get a ton of compliments on its size, and speaking as someone who regularly commutes on a bus, I can attest to the fact that this is the perfect size computer if you're restricted to the width of your body for computing room.",size,positive,1
"It takes me approximately 3 tries to get to each site, then after closing the browser and reopening it it actually works.",browser,neutral,0
"Easy to carry, can be taken anywhere, can be hooked up to printers,headsets.",carry,positive,0
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative,0
also the keyboard does not liht up so unless your sitting in a room with some light you cant see anything and thats bad for me because my boyfriend tends to watch tv in the dark at night which leaves me with no way of seeing the keyboard.,keyboard,negative,1
"When I got my laptop back after this first instance it worked okay for a little bit then I started expeirencing issues again, everything from programs and drivers failing again, to it powering off for no reason, to locking up and freezing and just all sorts of issues.",programs,negative,0
